Rk,Player,Pos,Squad,Age,Born,90s played,Yellow Card,Red Card,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interception,Takles won
178,Casemiro,MF,br Brazil,34,1992,4.2,2,0,0,6,6,0,5,6,5
179,Josué Casimir,MF,ht Haiti,24,2001,2,1,0,0,4,4,0,3,0,0
180,Timothy Castagne,DF,be Belgium,30,1995,5.3,1,0,0,7,2,0,20,8,7
181,Kevin Castaño,MF,co Colombia,25,2000,0.2,0,0,0,0,0,0,0,0,0
182,Jens Castrop,MF,kr Korea Republic,22,2003,0.5,0,0,0,3,0,0,3,0,0
183,Zeki Çelik,DF,tr Türkiye,29,1997,1.8,0,0,0,1,0,0,1,1,3
184,Lukáš ?erv,MF,cz Czechia,25,2001,1.8,0,0,0,3,3,0,0,0,3
185,Fares Chaïbi,MF,dz Algeria,23,2002,4,1,0,0,3,2,1,6,3,5
186,Trevoh Chalobah,DFMF,eng England,26,1999,0,0,0,0,0,0,0,0,0,0
187,Št?pán Chaloupek,DF,cz Czechia,23,2003,1,0,0,0,1,0,0,0,2,0
188,Mouhib Chamakh,GK,tn Tunisia,24,2001,1,0,0,0,0,0,0,0,0,0
189,Firas Chaouat,FW,tn Tunisia,30,1996,0.5,0,0,0,1,2,3,0,0,0
190,Luis Chávez,MF,mx Mexico,30,1996,0.3,0,0,0,1,0,0,1,0,1
191,Mateo Chávez,DF,mx Mexico,22,2004,0.9,0,0,0,1,1,0,1,0,1
192,Samir Chergui,DF,dz Algeria,27,1999,0.2,0,0,0,0,0,0,0,0,0
193,Rayan Cherki,MF,fr France,22,2003,1.4,0,0,0,2,2,0,1,1,1
194,Mathieu Choinière,MF,ca Canada,27,1999,0.6,0,0,0,1,1,0,4,2,1
195,Tahith Chong,MF,cw Curaçao,26,1999,2.7,0,0,0,3,13,0,1,1,0
196,Tomáš Chorý,FW,cz Czechia,31,1995,0.3,0,0,0,2,1,0,0,0,0
197,Ryan Christie,MF,sct Scotland,31,1995,1.1,1,0,0,2,1,0,1,2,3
198,Carney Chukwuemeka,MF,at Austria,22,2003,0.9,0,0,0,2,2,0,0,0,0
199,Mojmír Chytil,FW,cz Czechia,27,1999,0.1,0,0,0,1,0,0,0,0,0
200,Brian Cipenga,MFFW,cd Congo DR,28,1998,1.6,0,0,0,2,1,1,9,0,2
201,Alessandro Circati,DF,au Australia,22,2003,4.3,1,0,0,5,4,0,2,2,7
202,Pathé Ciss,DF,sn Senegal,32,1994,2,0,0,0,1,0,0,0,0,0
203,Livano Comenencia,MF,cw Curaçao,22,2004,2.6,1,0,0,4,1,0,1,11,1
204,Eray Cömert,DF,ch Switzerland,28,1998,0.3,0,0,0,0,0,0,0,0,0
205,Francisco Conceição,MF,pt Portugal,23,2002,1.4,0,0,0,1,2,1,3,0,2
206,Jhon Córdoba,FW,co Colombia,33,1993,1.1,0,0,0,1,2,2,0,0,0
207,José Córdoba,DF,pa Panama,25,2001,3,0,0,0,5,1,0,1,1,3
208,Derek Cornelius,DF,ca Canada,28,1997,3.5,1,0,0,4,3,0,1,2,3
209,Diogo Costa,GK,pt Portugal,26,1999,5,0,0,0,0,1,0,0,0,0
210,Nuno da Costa,FW,cv Cabo Verde,35,1991,1.8,0,0,0,0,3,0,1,1,2
211,Samu Costa,MF,pt Portugal,25,2000,0.2,0,0,0,0,0,0,0,0,1
212,Vladimír Coufal,MFDF,cz Czechia,33,1992,3,0,0,0,4,3,1,20,2,1
213,Thibaut Courtois,GK,be Belgium,34,1992,6.1,0,0,0,0,0,0,0,0,0
214,Maxime Crépeau,GK,ca Canada,32,1994,5,0,0,0,1,1,0,0,0,1
215,Max Crocombe,GK,nz New Zealand,32,1993,3,0,0,0,0,1,0,0,0,0
216,Pau Cubarsí,DF,es Spain,19,2007,8.3,1,0,0,4,5,0,1,4,4
217,Andrés Cubas,MF,py Paraguay,30,1996,5.3,1,0,0,14,3,0,0,11,13
218,Cucho,FWMF,co Colombia,27,1999,0.6,0,0,0,0,1,0,1,0,0
219,Marc Cucurella,DF,es Spain,27,1998,8.3,1,0,0,8,5,4,13,7,4
220,Matheus Cunha,FW,br Brazil,27,1999,3.2,0,0,0,1,3,1,4,3,3
221,Findlay Curtis,MF,sct Scotland,19,2006,0.1,1,0,0,1,0,0,1,0,0
222,Aymen Dahmen,GK,tn Tunisia,29,1997,2,0,0,0,0,1,0,0,0,0
223,Diogo Dalot,DFMF,pt Portugal,27,1999,0.7,0,0,0,0,1,0,1,0,2
224,Danilo,DF,br Brazil,34,1991,4.5,2,0,0,7,1,1,10,7,2
225,Kevin Danso,DF,at Austria,27,1998,2.7,0,0,0,1,2,0,1,0,1
226,Vladimír Darida,MF,cz Czechia,35,1990,0.6,0,0,0,0,1,0,0,1,0
227,Jonathan David,FW,ca Canada,26,2000,4.7,1,0,0,5,5,0,3,3,1
228,Promise David,FW,ca Canada,24,2001,0.9,0,0,0,4,2,0,0,1,1
229,Alphonso Davies,DFFW,ca Canada,25,2000,0.2,0,0,0,0,0,0,0,0,0
230,Erick Davis,DF,pa Panama,35,1991,0,0,0,0,0,1,0,2,0,1
231,Nasser Al-Dawsari,MF,sa Saudi Arabia,27,1998,2.3,1,0,0,7,2,0,1,4,4
232,Salem Al-Dawsari,MF,sa Saudi Arabia,34,1991,2.7,1,0,0,3,4,1,3,1,1
233,Mohammad Al-Dawud,FWMF,jo Jordan,34,1992,0,0,0,0,0,0,0,0,0,0
234,Kevin De Bruyne,MF,be Belgium,34,1991,4.2,1,0,0,2,4,0,21,0,2
