Rk,Player,Pos,Squad,Age,Born,90s played,Yellow Card,Red Card,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interception,Takles won
44,Mohanad Ali,FW,iq Iraq,25,2000,0.1,0,0,0,0,0,0,0,0,0
45,Taha Ali,FWMF,se Sweden,27,1998,0.4,0,0,0,0,2,0,1,0,0
46,Khojiakbar Alijonov,MF,uz Uzbekistan,29,1997,1.5,0,0,0,2,1,0,5,5,2
47,Ali Alipour,FW,ir IR Iran,30,1995,0.4,0,0,0,1,1,0,0,1,1
48,Alisson,GK,br Brazil,33,1992,5,0,0,0,0,0,0,0,0,0
49,Thiago Almada,MF,ar Argentina,25,2001,2.7,1,0,0,2,2,2,1,0,4
50,Miguel Almirón,MFFW,py Paraguay,32,1994,3.1,1,1,0,2,7,0,4,3,7
51,Júnior Alonso,DF,py Paraguay,33,1993,4.3,1,0,0,3,3,1,2,4,9
52,Bar?? Alper Y?lmaz,MFFW,tr Türkiye,26,2000,2,0,0,0,4,1,2,15,0,0
53,Roberto Alvarado,FWMF,mx Mexico,27,1998,4.8,0,0,0,3,5,1,36,2,3
54,Edson Álvarez,MFDF,mx Mexico,28,1997,2.7,1,0,0,5,2,0,1,3,6
55,Julián Álvarez,FW,ar Argentina,26,2000,6.7,0,0,0,11,4,2,2,3,4
56,Ayoube Amaimouni,MF,ma Morocco,21,2004,0.2,0,0,0,1,0,0,1,0,1
57,Zeki Amdouni,FWMF,ch Switzerland,25,2000,0.8,0,0,0,5,4,0,0,0,1
58,Michael Amir Murillo,DFMF,pa Panama,30,1996,3,0,0,0,1,7,1,8,1,3
59,Nadiem Amiri,MF,de Germany,29,1996,0.5,0,0,0,0,0,0,2,0,1
60,Amir Al Ammari,MF,iq Iraq,28,1997,2.7,2,0,0,3,0,0,8,2,1
61,Azizbek Amonov,FW,uz Uzbekistan,28,1997,0.2,0,0,0,0,0,0,1,0,0
62,Mohamed Amoura,FWMF,dz Algeria,26,2000,0.3,0,0,0,1,0,0,0,0,0
63,Sofyan Amrabat,MF,ma Morocco,29,1996,1.6,0,0,0,4,2,0,0,2,1
64,Abdulelah Al-Amri,DF,sa Saudi Arabia,29,1997,2.7,1,0,0,1,0,0,1,4,2
65,Youssef Amyn,MF,iq Iraq,22,2003,0.3,0,0,0,0,0,0,0,0,0
66,Elliot Anderson,MF,eng England,23,2002,7,1,0,0,9,13,0,8,8,18
67,Andrés Andrade Cedeño,DF,pa Panama,27,1998,3,1,0,0,4,0,0,8,3,3
68,Fredrik André Bjørkan,DF,no Norway,27,1998,0.5,0,0,0,0,0,0,0,2,1
69,Nilson Angulo,MF,ec Ecuador,22,2003,2.4,0,0,0,4,3,0,5,2,1
70,Waldemar Anton,DFMF,de Germany,29,1996,0.6,0,0,0,3,1,1,1,2,1
71,Jeremy Antonisse,FWMF,cw Curaçao,24,2002,0.8,0,0,0,0,0,0,8,0,1
72,Houssem Aouar,MF,dz Algeria,27,1998,1.9,0,0,0,1,2,0,0,0,1
73,Oswin Appollis,MFFW,za South Africa,24,2001,2.8,0,0,0,1,2,0,8,1,3
74,Yazan Al-Arab,DF,jo Jordan,30,1996,3,1,0,0,4,0,0,0,11,1
75,Maxi Araújo,FWMF,uy Uruguay,26,2000,2.8,0,0,0,2,7,6,18,0,0
76,Tomás Araújo,DF,pt Portugal,24,2002,1,1,0,0,1,0,0,0,1,0
77,Telmo Arcanjo,MF,cv Cabo Verde,24,2001,0.6,0,0,0,0,1,0,1,0,0
78,Álex Arce,FW,py Paraguay,30,1995,0.6,1,0,0,1,0,0,0,0,1
79,Carlens Arcus,MFDF,ht Haiti,29,1996,1.6,1,0,0,5,3,2,2,3,3
80,Max Arfsten,MF,us USA,25,2001,0,0,0,0,0,0,0,0,0,0
81,Jhon Arias,MF,co Colombia,28,1997,4.2,1,0,0,5,2,0,5,2,9
82,Santiago Arias,DF,co Colombia,34,1992,1,0,0,0,1,0,0,2,1,2
83,Marko Arnautovi?,FW,at Austria,37,1989,1.6,1,0,0,3,1,5,0,0,0
84,Benjamin Asare,GK,gh Ghana,33,1992,2.5,0,0,0,0,1,0,0,0,0
85,Emam Ashour,MF,eg Egypt,28,1998,4,0,0,0,2,13,0,4,4,2
86,Rustam Ashurmatov,DF,uz Uzbekistan,29,1996,2.8,0,0,0,1,0,0,0,7,2
87,Lawrence Ati-Zigi,GK,gh Ghana,29,1996,1.5,0,0,0,0,1,0,0,0,0
88,Marwan Attia,MF,eg Egypt,27,1998,4.8,2,0,0,8,1,0,11,3,3
89,Fredrik Aursnes,MFDF,no Norway,30,1995,3.4,0,0,0,5,3,0,5,1,8
90,Gabriel Ávalos,FW,py Paraguay,35,1990,1.6,0,0,0,1,2,0,0,0,2
91,Yasin Ayari,MF,se Sweden,22,2003,3.8,1,0,0,4,8,0,19,3,4
92,O?uz Ayd?n,DF,tr Türkiye,25,2000,1,0,0,0,0,2,0,3,0,6
93,Jordan Ayew,FW,gh Ghana,34,1991,3.3,0,0,0,7,7,1,10,1,3
94,Kaan Ayhan,DFMF,tr Türkiye,31,1994,0,0,0,0,0,0,0,0,0,0
95,Neil El Aynaoui,MF,ma Morocco,24,2001,6.2,0,0,0,15,7,0,0,8,9
96,Ali Azaizeh,MF,jo Jordan,22,2004,0.6,0,0,0,1,1,0,1,0,3
97,Juninho Bacuna,MF,cw Curaçao,28,1997,2.8,2,0,0,6,3,0,5,5,4
98,Leandro Bacuna,MF,cw Curaçao,34,1991,3,1,0,0,3,3,0,4,0,3
99,Álex Baena,MFFW,es Spain,24,2001,5.3,1,0,0,13,7,2,41,2,5
100,Esmir Bajraktarevic,MF,ba Bosnia–Herz,21,2005,2.6,0,0,0,1,2,0,8,3,0
101,Cédric Bakambu,FW,cd Congo DR,35,1991,2.1,0,0,0,2,1,4,1,0,0
102,Fabián Balbuena,DF,py Paraguay,34,1991,0,0,0,0,0,0,0,0,0,0
103,Folarin Balogun,FW,us USA,24,2001,3.5,1,1,0,3,8,3,0,1,0
104,Simon Banza,FWMF,cd Congo DR,29,1996,0.4,0,0,0,1,0,0,0,0,1
105,Yoel Bárcenas,MF,pa Panama,32,1993,2.8,1,0,0,3,3,0,7,2,0
106,Valentín Barco,DFMF,ar Argentina,21,2004,0.2,0,0,0,0,1,0,0,0,0
107,Bradley Barcola,MF,fr France,23,2002,4.3,1,0,0,5,1,1,3,1,4
108,Abdülkerim Bardakc?,DF,tr Türkiye,31,1994,2.9,0,0,0,1,3,0,7,2,5
109,Ivan Baši?,MF,ba Bosnia–Herz,24,2002,2,0,0,0,2,3,0,12,3,1
110,Ahmed Basil,GK,iq Iraq,29,1996,1.5,0,0,0,0,1,0,0,0,0
111,Martin Baturina,MFFW,hr Croatia,23,2003,3.6,0,0,0,1,14,0,8,1,2
112,Ibrahim Bayesh,MFFW,iq Iraq,26,2000,2.6,0,0,0,3,5,0,4,1,4
113,Samed Baždar,FW,ba Bosnia–Herz,22,2004,0.3,0,0,0,1,1,0,0,0,0
114,Riechedly Bazoer,DF,cw Curaçao,29,1996,1,0,0,0,2,0,0,0,1,1
115,Patrick Beach,GK,au Australia,22,2003,4.3,0,0,0,0,0,0,0,0,0
116,Aziz Behich,MF,au Australia,35,1990,2.4,0,0,0,1,4,0,6,1,4
117,Maximilian Beier,FWMF,de Germany,23,2002,0.3,0,0,0,1,1,0,0,0,0
118,Alireza Beiranvand,GK,ir IR Iran,33,1992,3,0,0,0,0,1,0,0,0,0
119,Zineddine Belaïd,DF,dz Algeria,27,1999,0.3,0,0,0,0,0,1,0,0,0
120,Rafik Belghali,DF,dz Algeria,24,2002,3.7,0,0,0,4,2,0,4,1,3
121,Joe Bell,MF,nz New Zealand,27,1999,2.7,0,0,0,3,0,0,0,4,2
122,Jean-Ricner Bellegarde,MF,ht Haiti,27,1998,2.9,1,0,0,4,5,0,10,3,2
123,Jude Bellingham,MF,eng England,22,2003,6.8,1,0,0,9,17,1,8,3,10
124,Mortadha Ben Ouanes,DFMF,tn Tunisia,31,1994,0.3,0,0,0,0,1,0,0,0,0
125,Anis Ben Slimane,MFFW,tn Tunisia,25,2001,2.7,0,0,0,0,0,2,6,2,2
126,Oussama Benbot,GK,dz Algeria,31,1994,1,0,0,0,0,1,0,0,0,0
127,Nadhir Benbouali,FW,dz Algeria,26,2000,0.5,0,0,0,0,0,0,0,0,1
128,Gilson Benchimol,FW,cv Cabo Verde,24,2001,0.9,0,0,0,0,1,0,0,0,0
129,Ramy Bensebaini,DF,dz Algeria,31,1995,4,0,0,0,1,5,0,0,7,6
130,Nabil Bentaleb,MF,dz Algeria,31,1994,3.2,0,0,0,2,3,0,3,3,4
131,Rodrigo Bentancur,MF,uy Uruguay,28,1997,3,1,0,0,7,5,0,4,7,5
132,Patrick Berg,MF,no Norway,28,1997,4.9,1,0,0,4,2,0,11,2,7
133,Sander Berge,MF,no Norway,28,1998,5.3,0,0,0,6,2,0,1,9,4
134,Lucas Bergvall,MF,se Sweden,20,2006,2,1,0,0,7,4,0,3,2,2
135,Sebastian Berhalter,MF,us USA,25,2001,2.1,1,0,0,5,6,0,11,3,0
136,Alexander Bernhardsson,MF,se Sweden,27,1998,2.4,0,0,0,2,4,0,3,2,2
137,Tyler Bindon,DF,nz New Zealand,21,2005,1.1,0,0,0,2,1,0,2,1,2
